Sex,PassengerId,Age,Fare,FarePerPerson,MaleLowerClass,FemaleUpperClass,Pclass,FamilySize,IsLowerClass,SibSp,Embarked_S,Parch,HighFare,IsChild
1.3525402320689315,-0.46104401092152464,0.5695344363541468,2.0392370945088967,3.4284792072433317,-0.7923723122866793,2.8328989490795826,-1.5750789831019827,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,False,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
-0.73934954117434,0.14547288141176162,-0.08961630422900295,-1.1700716568111464,-1.0424092130920817,-0.7923723122866793,-0.3529952949168565,-0.371401260752879,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,True,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
-0.73934954117434,0.3243176060741409,-0.08961630422900295,2.0392370945088967,3.4284792072433317,-0.7923723122866793,-0.3529952949168565,-1.5750789831019827,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,True,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
1.3525402320689315,1.5995582514928453,-0.9135547299579402,-0.7130395544105786,-0.724063473763669,-0.7923723122866793,-0.3529952949168565,0.8322764615962247,0.0713058559698399,0.9100577609169255,-0.46591376994163247,True,0.732141592165079,-0.9791788441297171,-0.28911351773968924
-0.73934954117434,-0.845948961825341,-0.8311608873850465,-0.6568270498372468,-0.3274080873277325,-0.7923723122866793,-0.3529952949168565,-0.371401260752879,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,True,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
1.3525402320689315,0.8180845632941881,-0.9135547299579402,-0.8401286951850682,-0.5827656322435715,-0.7923723122866793,-0.3529952949168565,0.8322764615962247,-0.556361740406652,0.9100577609169255,-0.46591376994163247,False,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
-0.73934954117434,0.2543348877279925,-0.2544039893747904,1.5914678352532388,2.80469179652292,1.2620329919329654,-0.3529952949168565,0.8322764615962247,-0.556361740406652,0.9100577609169255,-0.46591376994163247,True,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
-0.73934954117434,0.4409554699843883,-0.08961630422900295,2.0392370945088967,3.4284792072433317,-0.7923723122866793,-0.3529952949168565,-1.5750789831019827,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,False,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
-0.73934954117434,1.4945841739736228,-0.08961630422900295,-0.7912482564256491,-0.5146702869326811,1.2620329919329654,-0.3529952949168565,0.8322764615962247,-0.556361740406652,0.9100577609169255,-0.46591376994163247,False,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
1.3525402320689315,-1.654638151603056,0.15756522348967822,-0.2902237591416041,-0.4295511052940681,-0.7923723122866793,-0.3529952949168565,0.8322764615962247,0.0713058559698399,0.9100577609169255,0.46985106940592786,True,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
-0.73934954117434,0.7908690617151304,2.093820523952681,0.5651839191482289,1.3749755454445274,-0.7923723122866793,-0.3529952949168565,-1.5750789831019827,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,False,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
1.3525402320689315,-0.16167349355188976,-0.666373202239259,-0.6898213459998547,-0.7078908292523326,-0.7923723122866793,-0.3529952949168565,0.8322764615962247,0.0713058559698399,0.9100577609169255,0.46985106940592786,True,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
-0.73934954117434,1.5567910347257548,-0.9959485725308339,-0.7466448560576793,-0.45253328433649365,1.2620329919329654,-0.3529952949168565,0.8322764615962247,-0.556361740406652,0.9100577609169255,-0.46591376994163247,True,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
-0.73934954117434,0.09104187825364618,2.093820523952681,0.1277039922514286,0.7655222049120584,-0.7923723122866793,-0.3529952949168565,-1.5750789831019827,-0.556361740406652,-1.0988313521907151,-0.46591376994163247,True,-0.46514500236175893,1.0212638947370114,-0.28911351773968924
-0.73934954117434,-1.5263365013017838,-0.666373202239259,-0.7888042344876781,-0.5112655196671366,1.2620329919329654,-0.3529952949168565,0.8322764615962247,-0.556361740406652,0.9100577609169255,-0.46591376994163247,True,-0.46514500236175893,-0.9791788441297171,-0.28911351773968924
